Indiv,Gland,Day,Bout,Species,Site,Group,Sex,Repro,Value
S,SP,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
T,AG,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,SP,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,18
T,SP,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,SP,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,4
T,SP,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,SP,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,9
T,SP,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,SP,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,SP,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,SP,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,SP,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,SP,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,SP,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D05,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D05,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D06,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D06,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D07,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D07,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D07,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D08,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,SP,D08,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D08,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D09,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D09,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D09,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D10,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,SP,D10,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D10,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D01,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D01,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D01,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D02,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,12
T,SP,D02,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D02,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D03,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,10
T,SP,D03,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D03,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D04,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,8
T,SP,D04,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D04,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D05,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D05,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,SP,D06,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D06,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D07,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,SP,D07,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D07,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D08,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,18
T,SP,D08,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D08,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D09,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,12
T,SP,D09,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D09,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D10,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,SP,D10,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,ST,D10,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
U,AG,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,ST,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,SP,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,4
U,ST,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,ST,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,2
U,SP,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,2
U,ST,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,5
U,SP,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,2
U,ST,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,SP,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,SP,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,SP,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,SP,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,SP,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,ST,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
